data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
9355943,800,UGA7954,7954,2022-06-07,2022,1,Battles,Armed clash,Military Forces of Uganda (1986-),,1,Karamajong Ethnic Militia (Uganda),Pastoralists (Uganda),4,14,Eastern Africa,Uganda,Northern,Napak,Bokora,Napak,2.3724,34.2482,2,New Vision (Uganda),National,"On 7 June 2022, UPDF soldiers fought with Karamajong pastoralists in Napak district (Northern). One pastoralist was killed and an AK47 recovered.",1,1655149930,UGA
9355805,800,UGA7961,7961,2022-06-06,2022,1,Riots,Mob violence,Rioters (Uganda),Madi Ethnic Group (Uganda),5,Civilians (Burundi),Acholi Ethnic Group (Uganda),7,57,Eastern Africa,Uganda,Northern,Adjumani,East Moyo,Apaa,3.0009,31.7816,1,Daily Monitor (Uganda); URN (Uganda),National,"On 6 June 2022, members of Medi tribe beat up Acholi civilians in Apaa (Adjumani, Northern), over a land conflict. At least seven people were injured in the attack and more than 200 huts torched down. [size=no report]",0,1655149929,UGA
9355917,800,UGA7964,7964,2022-06-05,2022,2,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),5,Civilians (Uganda),,7,57,Eastern Africa,Uganda,Northern,Alebtong,Moroto,Amugo,2.0817,33.3361,2,Independent (Uganda),National,"Around 5 June 2022 (as reported), residents killed a suspected thief in Obangangeo village, Amugo sub county (Alebtong, Northern). [size=no report]",1,1655149930,UGA
9356508,174,COM59,59,2022-06-04,2022,1,Protests,Protest with intervention,Protesters (Comoros),Journalists (Comoros),6,Police Forces of Comoros (2016-) Gendarmerie,,1,16,Eastern Africa,Comoros,Grande Comore,Moroni Bambao,Moroni,Moroni,-11.7021,43.255,1,Comores Infos; La Gazette; Al-Watwan; Habari Za Comores,National,"On 4 June 2022, a group of about thirty people, including journalists gathered at Place de independence in Moroni (Moroni, Grande Comore) to protest against the high cost of living but were interrupted by police officers as the Ministry of Interior prohibited the demonstration. Police officers (gendarmerie) pushed people and interrupted journalists from recording the event. One journalist had her phone broken by a police man. [size=about 30]",0,1655155233,COM
9349405,706,SOM36957,36957,2022-06-03,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of the United States (2021-),Military Forces of Somalia (2022-) Special Forces,8,Al Shabaab,,2,28,Eastern Africa,Somalia,Lower Juba,Kismaayo,,Beerhani,-0.2201,42.1959,2,VOA; Horseed Media; Goobjoob; Caasimada; Hiiraan (Somalia); Radio Dalsan,National-International,"On 3 June 2022, US forces in coordination with government security forces (Danab/Bancroft) conducted an airstrike against Al Shabaab militants hideouts near Beerhani village (Kismaayo, Lower Juba). Five militants were killed.",5,1654541225,SOM
9348683,800,UGA7948,7948,2022-06-02,2022,1,Strategic developments,Looting/property destruction,Karamajong Ethnic Militia (Uganda),Pastoralists (Uganda),4,Civilians (Uganda),Aid Workers (Uganda); WFP: World Food Programme,7,47,Eastern Africa,Uganda,Northern,Kotido,Jie,Kokoria,3.0921,33.9388,1,Independent (Uganda),National,"Looting: On 2 June 2022, Karamajong pastoralists stole goods at gunpoint from a team of United Nations World Food Program in Kokoria (Kotido, Northern). The attackers looted mobile phones and money from the UN workers.",0,1654534167,UGA
9348639,800,UGA7947,7947,2022-06-01,2022,1,Violence against civilians,Attack,Private Security Forces (Uganda),,8,Civilians (Uganda),Journalists (Uganda),7,78,Eastern Africa,Uganda,Western,Masindi,Masindi,Masindi,1.6744,31.715,1,Daily Monitor (Uganda),National,"On 1 June 2022, a security guard shot dead a journalist attached to Kings Broadcasting Services in Masindi town (Masindi, Western).",1,1654534166,UGA
9348581,800,UGA7946,7946,2022-05-31,2022,1,Violence against civilians,Attack,Police Forces of Uganda (1986-),,1,Civilians (Uganda),Labour Group (Uganda),7,17,Eastern Africa,Uganda,Northern,Apac,Apac,Apac,1.9756,32.5386,1,Daily Monitor (Uganda); Independent (Uganda),National,"On 31 May 2022, police forces beat up a worker from Sadeem Al-Kuwait General Trading & Contracting Company in Apac (Apac, Northern). The man was among dozens of workers who had laid down their tools over delayed salaries, harassment and poor working conditions. Two policemen were later arrested.",0,1654534166,UGA
9348687,108,BUR10922,10922,2022-05-30,2022,2,Violence against civilians,Attack,Unidentified Armed Group (Burundi),,3,Civilians (Burundi),,7,37,Eastern Africa,Burundi,Makamba,Nyanza Lac,Centre Urbain,Nyanza-Lac,-4.3468,29.6034,2,Inzamba,New media,"Around 30 May 2022, an unidentified armed group killed a civilian and left his body near Mugweji river in Nyanza-Lac (Nyanza Lac, Makamba).",1,1654534167,BDI
9348636,800,UGA7939,7939,2022-05-29,2022,1,Protests,Protest with intervention,Protesters (Uganda),PFT: People's Front for Transition; Government of Uganda (1986-),6,Police Forces of Uganda (1986-),,1,16,Eastern Africa,Uganda,Central,Kampala,Kampala,Kampala,0.3156,32.5656,1,Daily Monitor (Uganda),National,"On 29 May 2022, Soroti Woman MP, Kampala deputy Lord mayor and other activists under the People's Front for Transition (PFT) protested against Kizza Besigye's detention and high commodity prices in Kampala (Kampala, Central). Police forces intervened and arrested the protesters. [size=no report]",0,1654534166,UGA
9348635,800,UGA7951,7951,2022-05-28,2022,2,Riots,Mob violence,Rioters (Uganda),,5,Private Security Forces (Uganda),,8,58,Eastern Africa,Uganda,Central,Kayunga,Bbaale,Bbaale,1.0907,32.8769,1,Daily Monitor (Uganda),National,"Around 28 May 2022 (weekend of), Mengo loyalists fought with Ssabanyala's private royal guards (abajwaka) fought in Bbaale (Kayunga, Central) over a land dispute. Police forces intervened and calmed the situation. There were no fatalities. [size=no report]",0,1654534166,UGA
9341835,231,ETH8509,8509,2022-05-27,2022,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60,Eastern Africa,Ethiopia,Oromia,West Shewa,Jeldu,Shikute,9.3833,38.0167,1,Oromia Broadcasting Network; Oromia Communication Bureau,Subnational,"On 27 May 2022, residents of Jeldu woreda gathered in Shikute town, Jeldu (West Shewa, Oromia) and rallied in the town to condemn OLF Shane rebels and demonstrate their readiness to support the government in stopping what they say is 'atrocities on civilians in the region by the rebel group'. [size=no report]",0,1653947722,ETH
9341864,508,MZM2743,2743,2022-05-26,2022,1,Violence against civilians,Attack,Islamist Militia (Mozambique),,3,Civilians (Mozambique),Health Workers (Mozambique),7,37,Eastern Africa,Mozambique,Cabo Delgado,Meluco,Muaguide,Muaguide,-12.4575,40.0313,2,MediaFax (Mozambique); Carta de Mocambique; Twitter,New media-National,"On 26 May 2022, a group of people suspected to be Islamist militia attacked a car carrying staff and medicine from the Meluco's District of Health, Women and Social Action Services near Muaguide (Meluco, Cabo Delgado). One person disappeared and the other people escaped the attack. One computer, a plasma screen, money and mobile phones were robbed. The car was recovered and towed to Macomia.",0,1653947722,MOZ
9340308,800,UGA7938,7938,2022-05-25,2022,1,Protests,Protest with intervention,Protesters (Uganda),,6,Police Forces of Uganda (1986-),,1,16,Eastern Africa,Uganda,Northern,Lira,Lira,Lira,2.2426,32.8913,1,New Vision (Uganda),National,"On 25 May 2022, a group of activists marched in Lira city (Lira, northern), protesting the high commodity prices that are hitting the community hard. Police intervened and arrested the demonstrators. [size=no report]",0,1653932200,UGA
9340429,800,UGA7933,7933,2022-05-24,2022,1,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),5,Civilians (Uganda),,7,57,Eastern Africa,Uganda,Central,Nakaseke,Nakaseke,Semuto,0.6272,32.3133,2,URN (Uganda),National,"On 24 May 2022, residents beat to death a suspected thief in Semuto sub county (Nakaseke, Central). Another suspected thief was killed in the same district a day before (coded separately). [size=no report]",1,1653932200,UGA
9340219,800,UGA7935,7935,2022-05-23,2022,1,Protests,Protest with intervention,Protesters (Uganda),FDC: Forum for Democratic Change,6,Police Forces of Uganda (1986-),,1,16,Eastern Africa,Uganda,Central,Kampala,Kampala,Kampala,0.3156,32.5656,1,Daily Monitor (Uganda),National,"On 23 May 2022, Dr Kizza Besigye, a former FDC MP and his driver along with some other people protested in Kampala (Kampala, Central), against high fuel and commodity prices. Police intervened and arrested three men including Besigye, the MP and the driver. [size=no report]",0,1653932200,UGA
9340217,800,UGA7936,7936,2022-05-22,2022,1,Protests,Protest with intervention,Protesters (Uganda),Government of Uganda (1986-); Women (Uganda); FDC: Forum for Democratic Change,6,Police Forces of Uganda (1986-),,1,16,Eastern Africa,Uganda,Central,Wakiso,Kyadondo,Kasangati,0.4402,32.6035,1,Daily Monitor (Uganda),National,"On 22 May 2022, two women MPs and three political activists affiliated with the FDC demonstrated in Kasangati town (Wakiso, Central), against high fuel and commodity prices on their way to visit Dr Besigye. Police intervened and arrested the demonstrators. [size=5]",0,1653932200,UGA
9340218,800,UGA7926,7926,2022-05-21,2022,1,Violence against civilians,Attack,Karamajong Ethnic Militia (Uganda),Pastoralists (Uganda),4,Civilians (Uganda),Taxi Drivers (Uganda),7,47,Eastern Africa,Uganda,Northern,Napak,Bokora,Matany,2.4419,34.3945,2,Daily Monitor (Uganda),National,"On 21 May 2022, a group of Karamajong pastoralists shot and killed a boda boda rider while riding his motorcycle back to Matany town from Apeitolim in Napak district (Northern).",1,1653932200,UGA
9281994,404,KEN8715,8715,2022-05-20,2022,1,Riots,Mob violence,Rioters (Kenya),ODM: Orange Democratic Movement,5,Civilians (Kenya),Jubilee Party,7,57,Eastern Africa,Kenya,Migori,Rongo,Central Kamagambo,Rongo,-0.7667,34.6,1,Facebook; Opera News (Kenya); NTV (Kenya),New media-National,"On 20 May 2022, ODM supporters assaulted and chased a man (presumed Jubilee party supporter) in Rongo (Rongo, Migori) for chanting a rival candidates name during an ODM rally. No arrests made. [size=no report]",0,1653346607,KEN
9280587,800,UGA7911,7911,2022-05-19,2022,1,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),5,Civilians (India),,7,57,Eastern Africa,Uganda,Northern,Arua,Arua,Arua,3.02,30.9108,1,Chimp Reports,National,"On 19 May 2022, residents almost lynched an Indian man in Arua Central Business Area (Arua, Northern) for killing a pedestrian in a traffic accident. The victim was injured and police forces shot in the air to disperse the rioters. [size=no report]",0,1653327027,UGA
9280589,800,UGA7917,7917,2022-05-18,2022,1,Protests,Protest with intervention,Protesters (Uganda),FDC: Forum for Democratic Change; Women (Uganda),6,Police Forces of Uganda (1986-),,1,16,Eastern Africa,Uganda,Western,Rukungiri,Rukungiri,Rukungiri,-0.75,29.9167,1,Chimp Reports,National,"On 18 May 2022, a group of opposition members including FDC members protested in Rukungiri town (Rukungiri, Western) against rising commodity prices and the arrest of Dr. Besigye. Police forces arrested five protesters. [size=no report]",0,1653327027,UGA
9280588,800,UGA7915,7915,2022-05-17,2022,1,Protests,Peaceful protest,Protesters (Uganda),,6,,,0,60,Eastern Africa,Uganda,Western,Kabale,Ndorwa,Kyanamira,-1.2606,30.0392,2,Chimp Reports,National,"On 17 May 2022, residents of Kirengere held a protest in Kirengere Village in Kyanamira Sub County (Kabale, Western), against the foul smell coming from a solid waste composting tank at the Kirengyere garbage collection centre. [size=no report]",0,1653327027,UGA
9280685,800,UGA7913,7913,2022-05-16,2022,1,Protests,Peaceful protest,Protesters (Uganda),FDC: Forum for Democratic Change; Women (Uganda),6,,,0,60,Eastern Africa,Uganda,Central,Kampala,Kampala,Kampala,0.3156,32.5656,1,Nile Post,National,"On 16 May 2022, women from the Forum for Democratic Change (FDC) party protested at the party headquarters in Kampala (Kampala, Central), over the continued incarceration of their former president, Dr. Kizza Besigye who was put under preventive arrest last week. During the protest, the protesters carried placards and chanted FDC slogans demanding the unconditional release of Besigye. [size=no report]",0,1653327027,UGA
9280707,108,BUR10901,10901,2022-05-15,2022,1,Violence against civilians,Attack,Police Forces of Burundi (2005-),Military Forces of Burundi (2005-),1,Civilians (Burundi),,7,17,Eastern Africa,Burundi,Gitega,Gitega,Ceru,Ceru,-3.4518,29.968,1,SOS Medias,New media,"On 15 May 2022, police and military forces shot and injured a civilian on Ceru hill (Gitega, Gitega). The victim succumbed to his injuries the following day. Joint security forces were searching for his brother who was accused of being a criminal.",1,1653327027,BDI
9280605,800,UGA7906,7906,2022-05-14,2022,1,Battles,Armed clash,Military Forces of Uganda (1986-),,1,Unidentified Armed Group (South Sudan),,3,13,Eastern Africa,Uganda,Northern,Yumbe,Aringa,Midigo,3.5898,31.2463,1,Daily Monitor (Uganda),National,"On 14 May 2022, UPDF soldiers fought with 4 armed gunmen stealing cattle from South Sudan at the border between Uganda and South Sudan in Midigo (Yumbe, Northern). One from the armed group was killed.",1,1653327027,UGA
9238340,404,KEN8700,8700,2022-05-13,2022,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Kiambu,Juja,Kalimoni,Juja,-1.1833,37.1167,2,KTN News (Kenya); K24; Ghetto Radio,National,"On 13 May 2022, residents living along Thika superhighway (Sewage area, Gachororo, High Point and St. Paul neighborhoods), protested by singing and chanting near Juja (Juja, Kiambu) against the move by the Kenya National Highways Authority to remove bumps on the highway. The group demanded that the authority reconstructs the bumps within 48 hours. [size=no report]",0,1652725047,KEN
9238032,800,UGA7900,7900,2022-05-12,2022,1,Protests,Protest with intervention,Protesters (Uganda),PFT: People's Front for Transition,6,Police Forces of Uganda (1986-),,1,16,Eastern Africa,Uganda,Central,Wakiso,Kyadondo,Kasangati,0.4402,32.6035,1,Daily Monitor (Uganda),National,"On 12 May 2022, four PFT supporters demonstrated against cost of living and for a political transition in Kasangati (Wakiso, Central). A PFT leader, DR Kizza Besigye, was put under house arrest when he attempted to move locations and gather other demonstrators. [size=no report]",0,1652723378,UGA
9238336,404,KEN8687,8687,2022-05-11,2022,1,Protests,Peaceful protest,Protesters (Kenya),Taxi Drivers (Kenya); Kenya Kwanza Alliance,6,,,0,60,Eastern Africa,Kenya,Meru,Imenti North,Municipality,Meru,0.05,37.65,1,K24; Twitter,New media-National,"On 11 May 2022, a group of boda boda taxi operators and presumed Kenya Kwanza Alliance supporters demonstrated in Meru (Imenti North, Meru) in support of Prof Kithure Kindiki as the Deputy President candidate for the coalition. [size=no report]",0,1652725047,KEN
9238033,800,UGA7904,7904,2022-05-10,2022,1,Protests,Peaceful protest,Protesters (Uganda),Teachers (Uganda),6,,,0,60,Eastern Africa,Uganda,Northern,Arua,Arua,Arua,3.02,30.9108,1,Daily Monitor (Uganda),National,"On 10 May 2022, a group of science teachers demonstrated with placards in Arua City (Arua, Northern), as they announced a sit-down strike over salary increment following numerous presidential pledges to improve their remuneration. [size=no report]",0,1652723378,UGA
9238031,800,UGA7902,7902,2022-05-09,2022,1,Battles,Armed clash,Military Forces of Uganda (1986-),,1,Police Forces of Uganda (1986-),,1,11,Eastern Africa,Uganda,Central,Kampala,Kampala,Kampala,0.3156,32.5656,1,Daily Monitor (Uganda),National,"On 9 May 2022, a team of soldiers beat a traffic police officer on duty in Kampala (Kampala, Kampala), for delaying to clear the way for them. The perpetrators were arrested.",0,1652723378,UGA
9238196,108,BUR10895,10895,2022-05-08,2022,1,Violence against civilians,Attack,CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),Government of Burundi (2005-),3,Civilians (Burundi),Women (Burundi); CNL: National Congress for Liberation,7,37,Eastern Africa,Burundi,Ngozi,Kiremba,Ruyumpu,Ruyumpu,-2.7932,29.9616,1,Radio Publique Africaine,National,"On 8 May 2022, a group of Imbonerakure led by the chief of the hill attacked three homes and beat women married to CNL activists on Ruyumpu hill (Kiremba, Ngozi). The CNL supporters left their homes after their recent confrontation with Imbonerakure. Imbonerakure also vandalized the houses of the victims as they realized the CNL activist had left. The three women were arrested when they went to complain to chief of the commune the following day. [women targeted: relatives of targeted groups or persons]",0,1652723378,BDI
9238093,800,UGA7897,7897,2022-05-07,2022,1,Violence against civilians,Attack,Military Forces of Uganda (1986-),,1,Civilians (Uganda),Prisoners (Uganda),7,17,Eastern Africa,Uganda,Northern,Napak,Bokora,Napak,2.3724,34.2482,2,Independent (Uganda),National,"On 7 May 2022, UPDF soldiers arrested and beat a man and three family members, killing one of them, in Komutunyuro village in Poron sub-county, Napak district (Northern), on suspicions of illegal possession of firearms. The soldiers buried the victim without the approval of his family.",1,1652723378,UGA
9196657,508,MZM2708,2708,2022-05-06,2022,1,Protests,Peaceful protest,Protesters (Mozambique),Labour Group (Mozambique),6,,,0,60,Eastern Africa,Mozambique,Maputo City,Maputo,Maputo,Maputo,-25.9655,32.5832,1,O Pais; Twitter; Miramar,New media-National,"On 6 May 2022, a group of sellers gathered in demonstration to stop a clothing fair next to the Maputo Central Market in Maputo (Maputo, Maputo City) alleging that the fair reduced the number of customers to the market. The government recently authorized the fair. [size=no report]",0,1652126671,MOZ
9196616,404,KEN8604,8604,2022-05-05,2022,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Kisumu,Seme,Central Seme,Nyatike,-0.1167,34.4833,1,TUKO; KTN News (Kenya),National,"On 5 May 2022, Nyandago mixed secondary school parents and local residents demonstrated by carrying twigs, while singing and marching to the institution in Nyatike (Seme, Kisumu) against the school's poor performance in the recently released Kenya certificate of secondary examination (KCSE). The group demanded for the transfer of the principal. [size=no report]",0,1652126671,KEN
9195012,800,UGA7884,7884,2022-05-04,2022,1,Protests,Protest with intervention,Protesters (Uganda),Students (Uganda),6,Police Forces of Uganda (1986-),,1,16,Eastern Africa,Uganda,Central,Kampala,Kampala,Kampala,0.3156,32.5656,1,Daily Monitor (Uganda),National,"On 4 May 2022, a group of university students chained themselves together and held a protest near Parliament in Kampala (Kampala, Kampala), over the increasing prices of essential commodities and services. The protesters were arrested. [size=no report]",0,1652116565,UGA
9195075,108,BUR10870,10870,2022-05-03,2022,1,Strategic developments,Looting/property destruction,CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),,3,Civilians (Burundi),CNL: National Congress for Liberation,7,37,Eastern Africa,Burundi,Makamba,Kayogoro,Nyantakara,Nyantakara,-4.1988,30.0298,1,Inzamba,New media,"Looting: On 3 May 2022, Imbonerakure attacked and looted 300 000 BIF from two members of the CNL on Nyantakara (Kayogoro, Makamba). The victims were also arrested.",0,1652116565,BDI
9195452,800,UGA7883,7883,2022-05-02,2022,1,Protests,Peaceful protest,Protesters (Uganda),Muslim Group (Uganda),6,,,0,60,Eastern Africa,Uganda,Central,Masaka,Masaka,Masaka,-0.3338,31.7341,1,URN (Uganda),National,"On 2 May 2022, dozens of Muslims demonstrated against palm plantations at Masaka Central Mosque (Masaka, Central). The demonstration began when the Masaka Resident District Commissioner Teopista Ssekungo asked the congregation to embrace government programs that include expansion of Oil Palm growing to the area of Masaka. [size=dozens]",0,1652116566,UGA
9196608,404,KEN8583,8583,2022-05-01,2022,1,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Taxi Drivers (Kenya),7,47,Eastern Africa,Kenya,Turkana,Turkana South,Lobokat,Kainuk,1.7745,35.506,1,Kenya Standard; Citizen (Kenya),National,"On 1 May 2022, suspected Pokot militia attacked a public service vehicle (matatu), plying the Lodwar-Kapenguria road in Kainuk (Turkana South, Turkana). Eight passengers and the driver sustained gunshot wounds. The militia made away with cash, mobile phones and other belongings of unknown value.",0,1652126671,KEN
9195450,800,UGA7876,7876,2022-04-30,2022,1,Battles,Armed clash,Military Forces of Uganda (1986-),,1,Unidentified Armed Group (Uganda),Pastoralists (Uganda),3,13,Eastern Africa,Uganda,Eastern,Bukwo,Kongasis,Bukwo,1.2926,34.7468,2,URN (Uganda),National,"On 30 April 2022, UPDF soldiers intercepted armed pastoralists in Riwo Sub County, Bukwo district (Eastern). The pastoralists had stolen 10 cows and an unspecified number of goats from various sub-counties of Bukwo district. Four suspects were arrested. There were no causalities.",0,1652116566,UGA
